chr_element	average_coord
pNRC200	19440.5
Chr	948449
Chr	819300.5
Chr	1294637.5
Chr	239640.5
Chr	53070.5
pNRC200	15420.5
Chr	1285667.5
Chr	4859
Chr	150990.5
Chr	1914407.5
pNRC200	204511
pNRC200	41670.5
Chr	1489787.5
pNRC200	289427
Chr	981030.5
Chr	479707
Chr	1309667.5
pNRC200	340680.5
Chr	1089167.5
pNRC200	322740.5
Chr	937350.5
Chr	1348025
Chr	1334627.5
Chr	483300.5
Chr	271110.5
Chr	1272227.5
Chr	78840.5
Chr	808260.5
Chr	1635257.5
pNRC200	288870.5
Chr	353760.5
Chr	1134587.5
pNRC200	10200.5
Chr	1141557
pNRC100	114057
Chr	252223
Chr	754740.5
Chr	2012177.5
Chr	1114367.5
Chr	233190.5
Chr	1710737.5
unmapped	NA
Chr	761130.5
Chr	170190.5
Chr	1951817.5
Chr	1929947.5
Chr	1691147.5
Chr	22560.5
Chr	1687247.5
Chr	735390.5
Chr	782970.5
Chr	1044060.5
pNRC200	275490.5
Chr	1014570.5
Chr	717960.5
Chr	136980.5
Chr	786330.5
Chr	30000.5
pNRC100	165319
pNRC100	16560.5
pNRC200	30780.5
Chr	1401417
Chr	427593
Chr	981109
Chr	239310.5
pNRC100	42210.5
Chr	1047810.5
Chr	691290.5
Chr	1913567.5
Chr	247980.5
Chr	1071887.5
Chr	605670.5
Chr	1548077.5
Chr	1672067.5
Chr	1766297.5
Chr	773760.5
Chr	1184387.5
Chr	989700.5
Chr	838115
Chr	1835447.5
pNRC100	17355
Chr	1563677.5
Chr	353611
Chr	832050.5
pNRC100	78270.5
Chr	1028395
Chr	1355657.5
Chr	1190747.5
Chr	271980.5
Chr	1513607.5
Chr	235609
Chr	1454777.5
Chr	408060.5
unmapped	NA
Chr	1405247.5
NA	NA
Chr	1837397.5
Chr	721650.5
Chr	486330.5
Chr	1461137.5
pNRC200	262589
Chr	1769623
Chr	1837787.5
unmapped	NA
Chr	820470.5
Chr	1147157.5
Chr	222930.5
pNRC100	35815
NA	NA
Chr	1798007.5
Chr	1507427.5
Chr	1288953
Chr	1644407.5
Chr	1049207.5
Chr	1102081
Chr	1228157.5
pNRC100	101700.5
Chr	922200.5
Chr	634830.5
Chr	1141727.5
pNRC100	43800.5
Chr	1085325
Chr	607140.5
NA	NA
Chr	818790.5
Chr	1694267.5
pNRC100	139650.5
Chr	1696817.5
Chr	938220.5
Chr	153750.5
Chr	1300997.5
Chr	1453247
Chr	1576097.5
pNRC200	240810.5
pNRC100	26610.5
Chr	1643057.5
Chr	1623107.5
pNRC200	116520.5
Chr	386940.5
Chr	1972577.5
pNRC200	201840.5
Chr	8940.5
NA	NA
Chr	1643927.5
Chr	826560.5
Chr	258150.5
Chr	290370.5
Chr	2008751
Chr	1870217.5
pNRC200	51180.5
Chr	1246487.5
pNRC100	48420.5
Chr	1038150.5
Chr	879295
Chr	164160.5
pNRC200	344970.5
pNRC200	265713
Chr	436830.5
Chr	1812257.5
Chr	1891157.5
Chr	384630.5
pNRC200	106740.5
pNRC200	167100.5
Chr	1295237.5
pNRC100	68880.5
Chr	1054937.5
Chr	465060.5
Chr	1920047.5
pNRC200	10650.5
Chr	1274477.5
Chr	1045080.5
Chr	66330.5
pNRC100	97830.5
Chr	1844417.5
Chr	412170.5
Chr	973740.5
Chr	1579847.5
Chr	1387937.5
Chr	414600.5
Chr	1489967.5
Chr	1813927
Chr	460380.5
pNRC200	117090.5
Chr	294150.5
Chr	1577297.5
Chr	1273247.5
Chr	425280.5
Chr	82675
pNRC200	130860.5
pNRC200	267930.5
Chr	1597157.5
Chr	1492013
Chr	1477547.5
Chr	409701
Chr	1282127.5
Chr	1672997.5
Chr	872130.5
Chr	1549967.5
Chr	471900.5
Chr	1393181
Chr	133110.5
Chr	1519967.5
Chr	1841327.5
Chr	229620.5
Chr	1213727.5
Chr	116730.5
Chr	1127897.5
pNRC200	365070.5
Chr	910109
Chr	1093907.5
Chr	1948247.5
Chr	1265807.5
Chr	1605977.5
Chr	1358477.5
Chr	1305425
Chr	430980.5
pNRC100	10823
pNRC200	200370.5
Chr	86509
Chr	295890.5
Chr	1262987.5
Chr	1823867
Chr	996630.5
pNRC100	73680.5
Chr	331110.5
Chr	1215539
pNRC100	36720.5
Chr	529110.5
Chr	619770.5
Chr	783930.5
Chr	1235597.5
Chr	366690.5
Chr	797100.5
pNRC200	248790.5
pNRC100	172987
Chr	1323287.5
Chr	1859777.5
Chr	1300881
Chr	1519877.5
Chr	286350.5
Chr	1922837.5
Chr	570570.5
Chr	732810.5
pNRC200	110340.5
pNRC200	262260.5
Chr	38700.5
Chr	732467
pNRC200	73770.5
Chr	1506071
Chr	1098167.5
Chr	1874957.5
Chr	1676867.5
Chr	1916987.5
NA	NA
Chr	646415
pNRC200	57540.5
Chr	94650.5
pNRC200	230460.5
Chr	166410.5
pNRC200	173610.5
Chr	1852693
Chr	410610.5
Chr	1216607.5
Chr	29709
pNRC200	269430.5
Chr	1481177.5
Chr	917790.5
Chr	1081697.5
Chr	412440.5
Chr	905130.5
Chr	307590.5
pNRC200	177389
Chr	1468007.5
Chr	1597307.5
Chr	1677167.5
Chr	1508987.5
Chr	831870.5
Chr	1580987.5
Chr	884250.5
Chr	353070.5
NA	NA
Chr	1921563
pNRC200	239460.5
pNRC200	340800.5
Chr	1352957.5
pNRC200	327030.5
Chr	1052987.5
Chr	713880.5
pNRC200	25620.5
Chr	1285307.5
Chr	1717577.5
Chr	617940.5
Chr	1644497.5
pNRC200	291120.5
Chr	87840.5
Chr	465750.5
Chr	525000.5
pNRC100	46110.5
Chr	433131
Chr	1606427.5
Chr	1850989
Chr	131340.5
Chr	1007070.5
unmapped	NA
pNRC200	73080.5
Chr	451591
Chr	1613707
Chr	1360817.5
Chr	75480.5
Chr	999030.5
Chr	1291187.5
pNRC200	158760.5
pNRC200	136919
Chr	1220477.5
Chr	453540.5
Chr	530760.5
Chr	312000.5
Chr	1250927.5
pNRC200	209190.5
Chr	41069
Chr	1020690.5
pNRC100	2910.5
Chr	827640.5
Chr	1200857.5
Chr	1721027.5
pNRC200	346920.5
Chr	502110.5
Chr	238710.5
pNRC100	90030.5
Chr	296243
pNRC100	183420.5
Chr	1564037.5
Chr	1660397.5
pNRC200	124800.5
Chr	526770.5
Chr	1377167.5
pNRC200	216600.5
Chr	1665917.5
pNRC200	203850.5
Chr	1209977.5
Chr	1380017.5
Chr	848310.5
Chr	1875407.5
Chr	478890.5
pNRC200	205363
Chr	642840.5
pNRC100	119190.5
Chr	1899269
Chr	927060.5
Chr	1636727.5
Chr	674190.5
Chr	894270.5
Chr	894510.5
pNRC100	102413
Chr	1221677.5
pNRC200	341400.5
Chr	402630.5
Chr	258600.5
Chr	1406671
Chr	1443557.5
Chr	225870.5
pNRC200	51660.5
Chr	1123997.5
Chr	1173767.5
Chr	87330.5
Chr	1742237.5
Chr	1308437.5
pNRC200	101670.5
Chr	1151267.5
Chr	510.5
Chr	1027830.5
Chr	1687487.5
Chr	982103
Chr	1877927.5
Chr	1388211
Chr	1991747.5
Chr	1424657.5
Chr	470100.5
pNRC200	258150.5
Chr	1932767.5
Chr	1580053
Chr	1208987.5
Chr	1450757.5
Chr	1144681
Chr	295620.5
pNRC100	109650.5
Chr	704280.5
Chr	129960.5
Chr	1264907.5
Chr	337800.5
Chr	1867697.5
Chr	521670.5
Chr	150270.5
Chr	1131047.5
Chr	158970.5
Chr	650040.5
Chr	1723037.5
Chr	1503017.5
Chr	1845735
Chr	271020.5
Chr	341490.5
Chr	847913
pNRC200	5520.5
Chr	643500.5
pNRC100	136020.5
Chr	548151
Chr	434040.5
Chr	862397
Chr	1085807.5
Chr	1262117.5
pNRC200	111660.5
Chr	1359811
Chr	1315547.5
Chr	708690.5
Chr	1814657.5
Chr	1661027.5
Chr	606690.5
Chr	1069817.5
Chr	361110.5
Chr	282300.5
pNRC200	280410.5
Chr	1422857.5
pNRC200	118890.5
Chr	864720.5
Chr	1357067.5
Chr	499500.5
Chr	1141787.5
pNRC200	256290.5
Chr	276870.5
pNRC200	358110.5
Chr	1088267.5
Chr	1484477.5
Chr	1686827.5
pNRC200	335670.5
pNRC100	149415
pNRC100	46650.5
Chr	932261
Chr	625399
Chr	232440.5
NA	NA
pNRC100	107490.5
Chr	1940591
Chr	1336157.5
Chr	1758527.5
Chr	485220.5
Chr	911520.5
Chr	196920.5
Chr	1888997.5
Chr	67350.5
Chr	1761617.5
Chr	234120.5
Chr	1486847.5
Chr	1865447.5
pNRC200	169560.5
Chr	1045200.5
pNRC100	98250.5
Chr	1390247.5
Chr	1309427.5
Chr	1267187.5
pNRC100	145470.5
pNRC100	11100.5
pNRC200	163320.5
Chr	77421
Chr	1928237.5
NA	NA
Chr	1683017.5
Chr	1226897.5
Chr	1073477.5
Chr	523800.5
Chr	1499627.5
Chr	495510.5
Chr	349680.5
pNRC200	301620.5
Chr	246630.5
Chr	812697
Chr	582120.5
Chr	1636067.5
Chr	1524797.5
pNRC200	346560.5
Chr	1650.5
Chr	582210.5
Chr	870510.5
Chr	1082769
NA	NA
Chr	683610.5
Chr	1034820.5
Chr	1615877.5
pNRC200	50280.5
Chr	1409937
pNRC200	104850.5
Chr	1905517
Chr	765150.5
Chr	772830.5
Chr	44850.5
pNRC200	318660.5
Chr	1895057.5
Chr	1079219
pNRC100	98700.5
Chr	1354397.5
Chr	1066013
pNRC100	96660.5
NA	NA
Chr	1963311
Chr	1058057.5
Chr	775530.5
pNRC200	202200.5
Chr	166455
Chr	928285
pNRC100	120930.5
Chr	1773707.5
pNRC100	145890.5
pNRC200	9570.5
Chr	122850.5
Chr	995167
pNRC200	97800.5
Chr	277110.5
Chr	442077
Chr	1149617.5
Chr	849390.5
pNRC200	316290.5
Chr	360420.5
Chr	152681
Chr	1129307.5
pNRC200	353190.5
Chr	1593827.5
Chr	445200.5
Chr	1774097.5
pNRC100	186051
pNRC200	94740.5
Chr	1413707.5
pNRC200	267570.5
Chr	111030.5
Chr	1051517.5
Chr	857853
pNRC100	79551
Chr	1494617.5
pNRC200	68940.5
pNRC200	104700.5
Chr	1617287.5
Chr	495611
Chr	746383
Chr	1174367.5
pNRC200	203130.5
Chr	1843037
Chr	908520.5
Chr	709860.5
Chr	1314767.5
Chr	70605
Chr	731880.5
pNRC100	163020.5
Chr	751230.5
Chr	495930.5
pNRC200	135600.5
unmapped	NA
Chr	403027
Chr	1706777.5
Chr	1574597.5
Chr	976530.5
Chr	589440.5
Chr	1860787
pNRC100	79530.5
Chr	1549787.5
Chr	688200.5
Chr	278880.5
Chr	1899527.5
Chr	1940733
pNRC200	258755
Chr	130245
Chr	991500.5
Chr	1067477.5
pNRC200	190620.5
Chr	329490.5
Chr	376080.5
Chr	423617
Chr	270510.5
Chr	1112567.5
Chr	1853267.5
Chr	1926317.5
Chr	300120.5
Chr	1201367.5
Chr	1644887.5
Chr	1086035
Chr	1283273
Chr	1556447.5
Chr	67590.5
Chr	1611557.5
pNRC200	86430.5
Chr	1588037.5
Chr	147569
pNRC200	3990.5
Chr	951857
Chr	285750.5
Chr	1003470.5
Chr	464520.5
Chr	1121357.5
pNRC200	171630.5
Chr	1244507
Chr	1702547.5
Chr	456090.5
Chr	1147367.5
Chr	1567907.5
Chr	652947
Chr	770520.5
Chr	323700.5
Chr	556800.5
pNRC100	47010.5
Chr	1568987.5
Chr	628020.5
Chr	1918787.5
Chr	801360.5
Chr	1809317.5
Chr	1337517
Chr	260317
pNRC200	189420.5
Chr	1511957.5
pNRC200	253470.5
Chr	1881737.5
Chr	773280.5
Chr	1059587.5
pNRC100	48240.5
pNRC200	170700.5
Chr	1694357.5
Chr	461100.5
Chr	933960.5
Chr	482700.5
pNRC200	314430.5
Chr	1318307.5
Chr	147480.5
Chr	891390.5
Chr	814680.5
Chr	1794017.5
Chr	1439747.5
pNRC200	107040.5
Chr	978240.5
Chr	900180.5
Chr	27437
pNRC200	222930.5
Chr	273523
Chr	1718787
Chr	1007250.5
Chr	1533587.5
Chr	1839887.5
Chr	301620.5
pNRC200	228540.5
Chr	1691177.5
Chr	1301875
Chr	1667327.5
Chr	1658387.5
Chr	128490.5
pNRC200	101220.5
pNRC100	105690.5
Chr	40643
Chr	216000.5
pNRC200	183420.5
Chr	48930.5
unmapped	NA
Chr	1254047.5
Chr	1003890.5
Chr	634913
Chr	53520.5
Chr	765630.5
Chr	1387907.5
Chr	1994551
Chr	1324517.5
Chr	1058657.5
Chr	1884707.5
Chr	224730.5
Chr	452490.5
Chr	1701887.5
pNRC200	229140.5
pNRC100	66690.5
Chr	1150187.5
Chr	1008030.5
Chr	997860.5
Chr	1850627.5
Chr	1696487.5
Chr	1560315
Chr	135000.5
Chr	1891127.5
pNRC100	105090.5
Chr	1459637
Chr	1657277.5
Chr	1658295
Chr	155880.5
Chr	1394627.5
Chr	1471697.5
Chr	193320.5
Chr	1444517.5
Chr	1312817.5
Chr	510900.5
Chr	1927577.5
pNRC200	239730.5
pNRC200	31950.5
Chr	1425197.5
Chr	1229207.5
Chr	1082447.5
Chr	1120847.5
pNRC100	167520.5
Chr	503910.5
Chr	761730.5
pNRC200	11430.5
pNRC200	238980.5
Chr	1276037.5
Chr	409985
Chr	347760.5
Chr	820740.5
Chr	1808117.5
pNRC100	127140.5
Chr	1713077.5
Chr	2007437.5
Chr	958815
pNRC100	103110.5
Chr	566753
Chr	1372217.5
Chr	1730447.5
Chr	1494917.5
Chr	1483157.5
Chr	1251767.5
Chr	1703897.5
Chr	13560.5
pNRC200	362340.5
Chr	598620.5
Chr	1137297
pNRC100	152520.5
Chr	19380.5
Chr	1856777.5
Chr	852930.5
pNRC100	70800.5
Chr	1361027.5
Chr	1010400.5
Chr	1606907.5
Chr	1337567.5
Chr	339390.5
Chr	1486937.5
Chr	1388957.5
Chr	144300.5
Chr	2004347.5
Chr	379170.5
Chr	440373
Chr	488250.5
Chr	10590.5
pNRC100	95610.5
Chr	1013670.5
Chr	617589
Chr	1884217
Chr	1955687.5
pNRC200	343620.5
Chr	243150.5
Chr	1540907.5
Chr	384660.5
Chr	1559327.5
pNRC200	49260.5
Chr	944460.5
Chr	1343477.5
Chr	1469151
pNRC200	163890.5
Chr	1147517.5
Chr	589473
Chr	350040.5
Chr	1791047.5
Chr	1136057.5
Chr	165660.5
pNRC200	274659
Chr	1554497.5
Chr	761040.5
Chr	1401977.5
Chr	198930.5
Chr	1049825
pNRC100	24030.5
Chr	884970.5
pNRC200	331601
Chr	684840.5
Chr	21720.5
pNRC100	100500.5
Chr	1149797.5
Chr	1430747.5
Chr	1496177.5
Chr	1177067.5
Chr	1406027.5
Chr	1338497.5
Chr	126930.5
Chr	554730.5
Chr	1866497.5
Chr	960570.5
Chr	968329
unmapped	NA
Chr	955833
Chr	504699
Chr	240480.5
Chr	969210.5
Chr	1633187.5
Chr	520080.5
Chr	995735
Chr	1341227.5
Chr	591240.5
Chr	600123
Chr	754710.5
Chr	707010.5
Chr	2005667.5
pNRC200	68100.5
Chr	325020.5
Chr	895140.5
pNRC100	144161
Chr	7699
Chr	405930.5
Chr	1035150.5
pNRC200	348690.5
Chr	1743287.5
Chr	1889327.5
pNRC200	203310.5
Chr	1260317.5
Chr	228060.5
Chr	480120.5
Chr	964800.5
Chr	714270.5
pNRC100	91080.5
Chr	424290.5
pNRC100	44790.5
Chr	781457
Chr	1691207.5
Chr	346620.5
pNRC200	77880.5
Chr	1226757
Chr	143309
Chr	942810.5
pNRC100	85657
Chr	710100.5
Chr	1537007.5
Chr	971460.5
Chr	1689827.5
Chr	1659147
Chr	1353827.5
Chr	954000.5
Chr	683040.5
pNRC100	172740.5
Chr	1350527.5
Chr	131850.5
Chr	1509047.5
pNRC200	265710.5
NA	NA
Chr	61440.5
Chr	1452587.5
Chr	1223491
Chr	225669
pNRC200	181170.5
Chr	39030.5
pNRC100	34830.5
Chr	1469777.5
Chr	1040520.5
Chr	1753577.5
Chr	1227137.5
Chr	508860.5
Chr	43410.5
Chr	1062827.5
Chr	257051
Chr	274650.5
Chr	1000800.5
pNRC200	285540.5
Chr	1189067.5
Chr	858150.5
pNRC100	93690.5
Chr	163189
Chr	973080.5
Chr	1313447.5
Chr	1082059
Chr	4980.5
Chr	488795
Chr	64740.5
Chr	81720.5
NA	NA
Chr	277800.5
Chr	354390.5
pNRC100	56160.5
Chr	1696097.5
pNRC200	321090.5
pNRC100	13110.5
Chr	1090517.5
Chr	1670567.5
Chr	1105217.5
Chr	1324727.5
Chr	901050.5
Chr	733200.5
Chr	125340.5
Chr	1432277.5
Chr	1161737.5
pNRC100	134550.5
pNRC200	326160.5
pNRC100	90720.5
Chr	1980209
pNRC100	68040.5
Chr	559290.5
Chr	1531397.5
Chr	1274117.5
Chr	772110.5
Chr	426360.5
pNRC200	39870.5
Chr	1392471
pNRC200	155520.5
Chr	765930.5
Chr	125701
Chr	229170.5
Chr	1147805
Chr	315780.5
Chr	1735367.5
Chr	1297637.5
Chr	1018020.5
Chr	1818755
Chr	960540.5
Chr	527277
Chr	1727477.5
Chr	1863827.5
Chr	1305167.5
pNRC100	63450.5
Chr	1949395
Chr	1409511
Chr	1088537.5
Chr	97170.5
Chr	1779563
Chr	519780.5
Chr	1201397.5
pNRC100	15300.5
Chr	1927907.5
Chr	1958417.5
Chr	1794497.5
Chr	808290.5
Chr	1003403
Chr	121710.5
Chr	1698077.5
Chr	942690.5
pNRC100	153900.5
Chr	1030020.5
pNRC100	52080.5
Chr	4380.5
Chr	1133957.5
Chr	480600.5
NA	NA
Chr	1803227.5
Chr	1211507.5
pNRC100	87480.5
Chr	268080.5
Chr	1346477.5
Chr	1574941
Chr	799260.5
Chr	1492307.5
Chr	1563767.5
pNRC100	77989
Chr	191820.5
Chr	774750.5
Chr	1556477.5
Chr	173981
Chr	1427057.5
Chr	920333
pNRC200	253350.5
Chr	557523
Chr	966030.5
Chr	764790.5
Chr	724920.5
Chr	1665679
pNRC200	6810.5
Chr	804990.5
pNRC200	312510.5
Chr	125070.5
pNRC200	116820.5
Chr	1102277.5
Chr	1661057.5
Chr	1862349
pNRC200	159300.5
pNRC200	154385
Chr	707100.5
Chr	943763
Chr	1009500.5
pNRC200	88080.5
Chr	1335107.5
Chr	551940.5
Chr	721050.5
Chr	58290.5
Chr	25560.5
Chr	1316957.5
Chr	1767377.5
Chr	1319417.5
Chr	1460915
Chr	1663697.5
pNRC200	325080.5
Chr	1216757.5
pNRC200	336810.5
Chr	1020120.5
Chr	7830.5
pNRC200	227880.5
Chr	1678157.5
Chr	1664087.5
Chr	1383077.5
pNRC100	137790.5
Chr	865680.5
pNRC100	7680.5
Chr	144240.5
Chr	29550.5
Chr	707730.5
Chr	1317647.5
pNRC200	350610.5
Chr	318537
pNRC200	122880.5
Chr	1121477.5
Chr	1251107.5
Chr	708960.5
pNRC200	280710.5
Chr	933330.5
Chr	877800.5
Chr	878700.5
pNRC200	340560.5
Chr	1592747.5
Chr	1367507.5
Chr	1335317.5
pNRC100	65490.5
Chr	1680737.5
Chr	354747
Chr	1841417.5
Chr	1972399
pNRC200	291990.5
Chr	1738337.5
Chr	817170.5
Chr	1542947.5
pNRC200	15480.5
pNRC200	100500.5
Chr	843570.5
Chr	115410.5
Chr	633919
Chr	544500.5
pNRC200	230923
Chr	1212047.5
Chr	392070.5
Chr	223380.5
pNRC200	57510.5
pNRC200	258870.5
pNRC200	323820.5
Chr	1008510.5
Chr	331885
Chr	908730.5
Chr	909720.5
Chr	812640.5
Chr	265500.5
Chr	245549
Chr	1511837.5
Chr	659880.5
pNRC200	331175
Chr	564339
Chr	428490.5
pNRC200	362970.5
Chr	976950.5
pNRC200	195849
Chr	889770.5
Chr	713820.5
Chr	1483697.5
Chr	502001
Chr	461815
Chr	1294877.5
Chr	1932887.5
Chr	889050.5
Chr	447900.5
Chr	1617617.5
Chr	356190.5
Chr	1558727.5
Chr	553260.5
Chr	642960.5
pNRC200	278430.5
Chr	1535837.5
Chr	528900.5
pNRC200	332040.5
pNRC100	97110.5
pNRC100	6420.5
Chr	186390.5
Chr	806550.5
Chr	790971
Chr	1409687.5
pNRC200	103680.5
Chr	563913
Chr	104190.5
pNRC200	231300.5
pNRC200	103200.5
Chr	1892169
pNRC200	364140.5
Chr	337770.5
Chr	1176257.5
Chr	1240517.5
Chr	1914605
Chr	1462477
Chr	1970927.5
pNRC200	193590.5
Chr	293730.5
pNRC100	125970.5
pNRC100	190620.5
Chr	1218827.5
Chr	2011817.5
Chr	1746527.5
Chr	677520.5
Chr	152100.5
Chr	1229171
pNRC100	100620.5
Chr	1206647.5
Chr	531540.5
pNRC100	125190.5
pNRC200	8850.5
Chr	102630.5
Chr	146220.5
Chr	646980.5
Chr	1282967.5
Chr	830790.5
pNRC100	103020.5
Chr	1612667.5
Chr	1889747.5
Chr	1098077.5
Chr	929279
Chr	1245077.5
pNRC200	181470.5
Chr	1891547.5
pNRC200	206250.5
pNRC200	191550.5
Chr	811890.5
Chr	834960.5
Chr	1674047.5
Chr	1261127.5
Chr	331380.5
Chr	1456067.5
Chr	1051007.5
Chr	1175777.5
Chr	1427897.5
Chr	1998257.5
Chr	1626061
Chr	1762937.5
Chr	1557759
pNRC200	245640.5
Chr	1867307.5
pNRC200	302940.5
pNRC200	271500.5
Chr	882750.5
Chr	1870007.5
pNRC200	260580.5
pNRC100	53100.5
Chr	955710.5
Chr	829140.5
Chr	680190.5
Chr	425700.5
Chr	1288037.5
pNRC200	120720.5
Chr	525390.5
Chr	1214829
Chr	658590.5
Chr	812040.5
Chr	1020450.5
Chr	930720.5
pNRC200	252240.5
Chr	815610.5
Chr	1247027.5
Chr	2006207.5
Chr	813960.5
Chr	1794137.5
pNRC200	241680.5
Chr	1120877.5
Chr	1286147.5
Chr	1614797.5
Chr	1925057.5
NA	NA
Chr	311760.5
Chr	1824707.5
pNRC200	327210.5
Chr	1303487.5
pNRC200	312573
Chr	1538447
Chr	1276697.5
pNRC200	173910.5
pNRC100	128520.5
Chr	1740827.5
Chr	1571627.5
Chr	1620257.5
Chr	739851
Chr	1490593
Chr	1435577.5
Chr	1444247.5
Chr	1117517.5
Chr	726690.5
Chr	1716467.5
Chr	759300.5
Chr	643680.5
pNRC100	129750.5
Chr	491130.5
Chr	1125437.5
Chr	1396277.5
Chr	68250.5
pNRC200	362130.5
Chr	1936697.5
Chr	707310.5
unmapped	NA
Chr	1231443
unmapped	NA
Chr	348210.5
pNRC200	267060.5
Chr	1792157.5
pNRC200	56760.5
pNRC100	67620.5
Chr	1131647.5
pNRC200	231750.5
pNRC200	276180.5
pNRC200	49860.5
Chr	735510.5
Chr	1287227.5
Chr	234390.5
Chr	438900.5
Chr	1941727
Chr	400020.5
pNRC200	175980.5
pNRC100	115110.5
pNRC200	353460.5
pNRC100	124281
pNRC200	77820.5
pNRC100	22380.5
Chr	1925117.5
Chr	967890.5
Chr	1074647.5
Chr	954060.5
pNRC100	103470.5
NA	NA
pNRC200	111840.5
Chr	895830.5
Chr	1249997.5
pNRC200	299970.5
Chr	1311197.5
pNRC200	138660.5
Chr	1585667.5
Chr	106470.5
Chr	453150.5
Chr	812850.5
Chr	1187267.5
pNRC100	156090.5
Chr	1008780.5
Chr	1974287.5
Chr	733290.5
Chr	1317353
Chr	194820.5
Chr	1960547.5
Chr	1028040.5
Chr	148170.5
pNRC200	111120.5
Chr	830610.5
Chr	77220.5
Chr	1656557.5
unmapped	NA
Chr	581070.5
Chr	1799507.5
Chr	1650059
Chr	1863167.5
Chr	203160.5
Chr	201840.5
NA	NA
Chr	836130.5
Chr	992940.5
Chr	1481687.5
Chr	70140.5
Chr	366720.5
Chr	689430.5
pNRC200	73590.5
Chr	217110.5
Chr	1394147.5
Chr	147285
Chr	908430.5
Chr	660000.5
Chr	1503437.5
Chr	23430.5
Chr	1716737.5
Chr	154980.5
Chr	531750.5
Chr	1023930.5
pNRC100	14550.5
pNRC200	14730.5
pNRC200	44940.5
Chr	1489173
Chr	1494467.5
Chr	1303997.5
Chr	62250.5
Chr	880380.5
Chr	987360.5
Chr	1558457.5
Chr	202890.5
Chr	1377137.5
Chr	1728527.5
Chr	1935107.5
Chr	501291
Chr	396069
Chr	611040.5
Chr	516420.5
unmapped	NA
Chr	1913507.5
NA	NA
Chr	438150.5
Chr	1229177.5
Chr	232201
Chr	1032690.5
pNRC200	142680.5
Chr	949020.5
Chr	1256719
Chr	1693847.5
Chr	1818377.5
Chr	783360.5
pNRC200	243600.5
Chr	421350.5
pNRC200	58470.5
Chr	842790.5
NA	NA
Chr	1379507.5
Chr	252210.5
Chr	1722053
pNRC200	150551
Chr	100567
Chr	1537757.5
Chr	1389773
pNRC200	12120.5
Chr	987540.5
pNRC200	111480.5
Chr	795231
Chr	215490.5
Chr	1727867.5
Chr	990450.5
Chr	1064207.5
Chr	1683737.5
Chr	943830.5
pNRC200	287460.5
Chr	868020.5
pNRC200	241110.5
pNRC100	85231
Chr	1898867.5
Chr	1332977.5
Chr	130920.5
NA	NA
Chr	777000.5
pNRC200	151770.5
Chr	1279007.5
Chr	766547
pNRC200	161940.5
Chr	1679777.5
Chr	304140.5
Chr	681600.5
Chr	650490.5
Chr	1913027.5
Chr	409417
Chr	627630.5
Chr	530827
Chr	471210.5
pNRC100	157890.5
Chr	1255187.5
Chr	977400.5
Chr	189317
Chr	622560.5
Chr	1221347.5
Chr	188190.5
Chr	1000421
Chr	1450787.5
Chr	1630787.5
pNRC200	161430.5
pNRC200	180180.5
Chr	241560.5
Chr	1627055
pNRC200	10560.5
Chr	1641677.5
Chr	873960.5
Chr	1803677.5
pNRC200	281490.5
Chr	1094129
Chr	802650.5
Chr	907269
Chr	1422797.5
Chr	945120.5
pNRC200	262500.5
Chr	1575707.5
Chr	821730.5
Chr	286871
Chr	802080.5
Chr	691713
Chr	653490.5
Chr	1499147.5
Chr	109770.5
Chr	387000.5
Chr	1920977.5
Chr	1828553
pNRC200	344280.5
Chr	445590.5
Chr	1836827.5
Chr	174210.5
Chr	961290.5
Chr	1426157.5
Chr	520319
Chr	342150.5
Chr	123180.5
Chr	991617
Chr	1030740.5
Chr	1035330.5
Chr	1920377.5
pNRC200	158280.5
Chr	1993547.5
Chr	1112807.5
Chr	1993967.5
Chr	1576757.5
Chr	1351877.5
pNRC200	211500.5
Chr	1020240.5
Chr	1084337.5
Chr	393720.5
Chr	590550.5
pNRC100	107040.5
pNRC200	230550.5
Chr	684720.5
Chr	1458359
Chr	930090.5
Chr	1866183
Chr	1713047.5
Chr	1465307.5
Chr	690240.5
pNRC200	59310.5
Chr	1008373
pNRC200	43080.5
Chr	1344377.5
Chr	797160.5
pNRC200	228900.5
Chr	295650.5
Chr	1485257.5
Chr	390900.5
Chr	416790.5
Chr	490800.5
Chr	745957
Chr	202530.5
Chr	1446857.5
Chr	822090.5
Chr	1173467.5
Chr	1352807.5
Chr	627450.5
Chr	1961207.5
Chr	864270.5
Chr	453120.5
Chr	1224047.5
Chr	1488747
Chr	844079
Chr	356670.5
Chr	1135309
pNRC200	196980.5
Chr	730380.5
Chr	439230.5
Chr	1602377.5
Chr	623970.5
Chr	1293407.5
Chr	42570.5
Chr	1997147.5
Chr	1681441
pNRC200	17340.5
Chr	1297517.5
pNRC200	168869
Chr	1992421
pNRC200	201900.5
Chr	238650.5
Chr	947455
Chr	361350.5
Chr	219600.5
Chr	1997117.5
Chr	79080.5
Chr	762000.5
Chr	1089737.5
Chr	1175897.5
Chr	1917947.5
Chr	871485
Chr	1152377.5
Chr	1661417.5
Chr	696900.5
Chr	866610.5
pNRC100	95730.5
pNRC100	17490.5
Chr	1372591
Chr	609780.5
Chr	1192397.5
Chr	10200.5
Chr	186810.5
pNRC200	205789
Chr	1742447.5
pNRC200	318000.5
pNRC200	292950.5
pNRC200	31800.5
